customer_id,customer_name,account_type,customer_tier,risk_score,complaint_history,kyc_status,years_with_bank
108363,Shivani Ramanathan,Savings,Regular,0.18,4,Verified,14
101436,Kavya Mody,Current,Wealth,0.38,6,Expired,6
101412,Indira Nagarajan,Salary,Platinum,0.08,5,Verified,13
104539,Sara Subramanian,Current,Gold,0.44,8,Verified,12
100569,Aradhana Chatterjee,Current,Silver,0.19,6,Pending,22
101418,Janani Grewal,Savings,Silver,0.9,7,Expired,2
102498,Riya Prakash,Salary,Gold,0.7,0,Verified,8
102738,Hitesh Grewal,Savings,Silver,0.4,10,Expired,8
107830,Xiti Varghese,Current,Regular,0.66,1,Expired,4
105841,Yashasvi Hans,NRI,Regular,0.65,4,Verified,18
104544,Jeevika Mahal,Savings,Wealth,0.11,10,Pending,2
106389,Kamala Sarma,NRI,Wealth,0.55,6,Pending,5
105078,Mohini Suri,Salary,Wealth,0.29,3,Verified,8
106183,Aahana Narayan,Salary,Platinum,0.76,2,Verified,19
109809,Yahvi Kala,Current,Gold,0.56,3,Pending,20
105554,Yug Varty,Savings,Wealth,0.83,3,Expired,6
101214,Bachittar Muni,NRI,Wealth,0.4,8,Expired,23
104191,Rushil Sethi,Salary,Gold,0.92,4,Expired,15
100587,Odika Goel,NRI,Gold,0.79,4,Expired,8
105782,Shivansh Pillai,Savings,Regular,0.56,5,Expired,20
109972,Akshay Shan,Current,Regular,0.81,7,Pending,20
101112,Ati Chana,Current,Wealth,0.52,1,Pending,20
106801,Upasna Balan,Salary,Silver,0.15,5,Pending,3
107680,Nitara Dass,Current,Wealth,0.58,5,Pending,23
108048,Benjamin Yogi,NRI,Gold,0.47,0,Verified,24
107703,Krisha Malhotra,NRI,Regular,0.89,8,Pending,12
108308,Charvi Parekh,Salary,Gold,0.76,1,Verified,25
109350,Sathvik Mukhopadhyay,Current,Wealth,0.55,1,Expired,16
102860,Bakhshi Ratti,Savings,Wealth,0.31,7,Verified,17
105766,Ria Bose,Salary,Silver,0.57,4,Verified,12
109414,Shivani Buch,Current,Regular,0.72,10,Pending,15
102973,Rachita Loke,Salary,Silver,0.39,3,Pending,23
104299,Madhavi Jha,Savings,Wealth,0.49,2,Pending,2
106055,Christopher Raju,Current,Silver,0.51,2,Verified,20
100306,Damini Tak,Salary,Platinum,0.13,6,Verified,25
104334,Urishilla Krishnan,Savings,Wealth,0.37,3,Expired,12
105464,Advika Shukla,Current,Regular,0.05,1,Pending,8
105946,Nirja Som,Savings,Silver,0.92,2,Verified,12
103687,Dhriti Kant,Savings,Gold,0.58,1,Pending,20
105731,Samuel Apte,Savings,Wealth,0.53,6,Pending,8
103954,Wriddhish Chanda,Savings,Gold,0.38,2,Pending,1
103694,Netra Chowdhury,Savings,Regular,0.81,5,Expired,8
104709,Oscar Hans,Current,Wealth,0.77,10,Pending,23
104282,Nirja Srinivas,NRI,Regular,0.71,6,Verified,10
101241,Yahvi Magar,NRI,Silver,0.87,2,Pending,19
105465,Chaitaly Som,Current,Gold,0.78,4,Pending,14
101936,Irya Halder,Current,Wealth,0.07,1,Pending,15
103382,Maanav Cheema,Salary,Silver,0.35,2,Pending,8
103919,Nihal Wason,Current,Wealth,0.03,3,Verified,8
108796,Unnati Singhal,NRI,Gold,0.26,10,Expired,19
108785,Maanas Golla,Savings,Silver,0.52,0,Pending,15
100174,Jatin Bansal,Savings,Wealth,0.09,9,Expired,20
104725,Chameli Bhatnagar,Savings,Silver,0.66,10,Verified,4
102202,Qabil Kata,Current,Gold,0.96,4,Pending,9
105619,Tamanna Viswanathan,Current,Platinum,0.73,7,Expired,13
108770,Sai Kari,Current,Silver,0.44,6,Verified,15
101988,Harini Varkey,Savings,Gold,0.25,9,Pending,6
103766,Tanay Hans,NRI,Wealth,0.78,6,Expired,14
108111,Jai Pillay,NRI,Silver,1.0,1,Pending,23
103941,Yashasvi Kata,Savings,Platinum,0.35,1,Verified,19
103596,Manya Gaba,Salary,Gold,0.52,1,Pending,19
103278,Balveer Brahmbhatt,Savings,Wealth,0.47,1,Verified,5
109994,Charvi Handa,Salary,Wealth,0.22,10,Expired,14
104499,Inaya Ranganathan,NRI,Regular,0.31,10,Expired,12
104702,Adweta Sahni,NRI,Wealth,0.08,0,Verified,3
108823,Samar Nayak,Savings,Gold,0.4,6,Verified,9
102364,Bimala Mannan,NRI,Wealth,0.92,4,Verified,17
109371,Omya Nadkarni,Current,Gold,0.04,7,Pending,22
104798,Kamya Bhalla,Savings,Silver,0.87,3,Expired,12
101723,Radhika Vyas,Current,Platinum,0.6,3,Pending,5
103026,Hredhaan Madan,Savings,Platinum,0.7,8,Verified,18
102323,William Patla,Current,Wealth,0.14,2,Pending,14
107811,Dalbir Misra,NRI,Silver,0.71,10,Pending,9
106426,Tanay Yadav,Salary,Silver,0.12,5,Pending,20
106928,Mahika Sidhu,Current,Wealth,0.22,9,Verified,1
105102,Tanveer Swaminathan,Salary,Regular,0.63,3,Pending,15
101808,Jeevika Pradhan,Savings,Silver,0.11,10,Expired,4
101806,Dalaja Chander,NRI,Regular,0.2,3,Verified,15
106193,Manbir Shukla,Salary,Wealth,0.7,6,Expired,12
101820,Dayita Bassi,Current,Regular,0.77,5,Pending,19
100770,Netra Sastry,Salary,Silver,0.19,0,Verified,11
106388,Wakeeta Magar,Savings,Gold,0.42,3,Pending,9
105313,Kiaan Dixit,Savings,Silver,0.95,4,Pending,20
101946,Teerth Sandal,Current,Silver,0.2,3,Expired,1
107051,Harish Murthy,Savings,Wealth,0.28,1,Expired,16
102393,Raghav Swaminathan,Current,Wealth,0.53,5,Verified,16
103495,Anika Karpe,Savings,Gold,0.45,0,Pending,16
105651,Wishi Agarwal,Current,Gold,0.47,4,Pending,20
103302,Robert Memon,Savings,Platinum,0.92,4,Expired,22
106448,Oeshi Rai,NRI,Regular,0.66,9,Expired,20
109399,Chandresh Sundaram,Savings,Gold,0.08,2,Pending,16
101459,Onveer Bhardwaj,Current,Silver,0.04,1,Pending,12
103542,Janani Parikh,Salary,Regular,0.26,9,Verified,16
109781,Yatan Verma,Savings,Platinum,0.63,9,Verified,21
100603,Lavanya Venkatesh,Savings,Platinum,0.35,6,Verified,24
105756,Mason Vasa,Salary,Gold,0.51,3,Expired,8
103203,Ubika Deol,Current,Platinum,0.24,5,Pending,9
104481,Janani Grover,Current,Regular,0.05,5,Pending,11
106310,Tanvi Bobal,NRI,Regular,0.1,4,Pending,19
108960,Yagnesh Bhatnagar,Salary,Wealth,0.86,2,Expired,6
100705,Vrinda Kalla,Current,Silver,0.1,3,Verified,22
105103,Benjamin Loke,Savings,Wealth,0.45,5,Verified,24
106747,Rudra Narang,Salary,Gold,0.35,0,Pending,18
102041,Theodore Hari,Savings,Wealth,0.24,3,Verified,4
108601,Faris Kale,NRI,Wealth,0.73,9,Expired,20
101129,Zayan Hora,NRI,Platinum,0.96,1,Expired,20
101666,Ayushman Bora,Salary,Wealth,0.39,2,Verified,8
100373,Ijaya Kapur,Salary,Gold,0.5,7,Expired,20
106519,Qasim Patla,Current,Regular,0.27,2,Expired,18
102742,Ranveer Kapadia,Savings,Gold,0.46,3,Verified,25
104604,Amol Verma,NRI,Wealth,0.66,1,Expired,16
100353,Gaurang Khurana,Current,Wealth,0.72,7,Pending,15
102361,Joshua Savant,Current,Silver,0.64,8,Verified,24
103119,Omisha Om,NRI,Gold,0.33,8,Expired,19
108925,Wakeeta Chandran,Savings,Wealth,0.46,4,Pending,15
100035,Qarin Shankar,Savings,Silver,0.73,4,Expired,20
101498,Omkaar Mann,Salary,Silver,0.47,5,Verified,19
109863,Yashasvi Sethi,NRI,Silver,0.26,10,Expired,5
103755,Chanakya Bhattacharyya,Current,Gold,0.48,10,Pending,3
108230,Pranit Prabhu,Current,Gold,0.34,5,Verified,4
104714,Qarin Cherian,Salary,Regular,0.06,3,Verified,15
101025,Gagan Ramaswamy,NRI,Platinum,0.25,5,Expired,13
105013,Janaki Hayre,NRI,Gold,0.51,7,Expired,25
106086,Abeer Bahri,NRI,Wealth,0.99,4,Expired,25
108830,Quincy Rajagopal,Salary,Wealth,0.5,0,Verified,13
100908,Jalsa Taneja,NRI,Wealth,0.38,1,Pending,1
109287,Kai Ghosh,Savings,Gold,0.27,1,Verified,24
102569,Dalaja Pau,Current,Platinum,0.78,4,Pending,10
107965,Watika Sha,Savings,Wealth,0.2,4,Pending,1
104364,Ucchal Tella,Current,Silver,0.64,1,Verified,22
109320,Harshil Kaul,Savings,Wealth,0.45,4,Expired,18
103623,Frederick Hari,NRI,Silver,0.67,2,Expired,11
105505,Aishani Dixit,Current,Wealth,0.47,6,Verified,5
108169,Indali Karpe,Salary,Silver,0.24,8,Verified,18
107720,William Chaudhari,NRI,Wealth,0.81,6,Expired,22
109509,Ansh Bajwa,Salary,Wealth,0.81,6,Expired,12
107613,Nathaniel Maharaj,NRI,Silver,0.95,2,Verified,7
105637,Dhriti Bawa,Current,Platinum,0.93,9,Pending,15
107088,Aradhana Joshi,NRI,Gold,0.65,2,Verified,13
106205,Hemang Chawla,Salary,Silver,0.37,5,Verified,13
105513,Isaiah Sahota,NRI,Gold,0.21,2,Expired,11
101223,Aarna Devan,Salary,Platinum,0.88,10,Verified,21
100498,Neha Mukherjee,Salary,Regular,0.7,6,Expired,15
100053,Aahana Upadhyay,Savings,Gold,0.38,4,Pending,4
106456,Vanya Chadha,NRI,Regular,0.82,1,Verified,20
107237,Faraj Biswas,NRI,Regular,0.39,4,Verified,21
107476,Sara Dey,Current,Wealth,0.71,0,Expired,2
104854,Waida Prasad,NRI,Gold,0.61,8,Pending,19
108840,Jeremiah Saha,Salary,Gold,0.94,1,Expired,25
107027,Manan Contractor,Salary,Silver,0.92,6,Expired,10
105016,Eshana Talwar,Current,Wealth,0.46,4,Verified,6
103594,Varsha Chowdhury,Savings,Regular,0.4,0,Pending,7
102503,Nidra Jayaraman,Savings,Regular,0.55,6,Pending,20
107620,Vyanjana Prasad,Salary,Platinum,0.12,4,Expired,8
100638,Yashica Rau,Savings,Platinum,0.56,4,Pending,2
106223,Frado Rama,NRI,Silver,0.18,7,Pending,8
103993,Anika Viswanathan,Salary,Regular,0.24,5,Expired,16
104390,Ira Raman,Current,Gold,0.34,8,Expired,8
101105,Aarush Sangha,NRI,Wealth,0.16,9,Pending,12
101333,Ira Boase,NRI,Silver,0.58,6,Expired,1
105634,Yashvi Puri,Salary,Platinum,0.72,10,Verified,25
100655,Harinakshi Merchant,Savings,Platinum,0.1,4,Verified,10
100385,Lucky Vaidya,Salary,Silver,0.82,3,Verified,15
109960,Ekalinga Pingle,Savings,Wealth,0.19,6,Pending,11
100240,Gaurav Kota,Current,Silver,0.01,1,Pending,25
102391,Udant Mann,Savings,Wealth,0.4,10,Pending,20
101877,Abhimanyu Bera,NRI,Regular,0.86,3,Pending,25
109482,Shravya Sidhu,Current,Platinum,0.87,1,Verified,14
108848,Manbir Merchant,NRI,Wealth,0.35,4,Verified,21
109261,Sneha Bains,NRI,Gold,0.17,8,Verified,10
102108,Raghav Dhar,Salary,Gold,0.62,10,Expired,3
100749,Upasna Wadhwa,Current,Silver,0.93,4,Expired,12
108683,Yamini Sura,NRI,Regular,0.89,8,Verified,18
102334,Ayushman Radhakrishnan,Savings,Wealth,0.95,10,Expired,7
104633,Rohan Merchant,Current,Platinum,0.89,1,Pending,20
100527,Saksham Talwar,Salary,Platinum,0.01,2,Expired,12
102293,Hemal Mitter,NRI,Silver,0.66,9,Expired,25
106740,Chasmum Sachdev,NRI,Wealth,0.7,9,Verified,12
109208,Gautami Koshy,NRI,Wealth,0.65,5,Verified,9
108438,Zansi Randhawa,Current,Silver,0.87,6,Verified,17
100386,Hritik Raghavan,Salary,Wealth,0.87,3,Expired,5
104516,Lakshmi Basak,Current,Gold,0.05,2,Verified,5
104073,David Nayar,Savings,Silver,0.37,10,Pending,16
105234,Anirudh Char,NRI,Regular,0.95,1,Pending,6
108710,Rushil Morar,Salary,Regular,0.28,0,Pending,4
105567,Chakradev Kakar,Current,Platinum,0.58,10,Expired,22
105310,Rajeshri Chokshi,Savings,Gold,0.18,10,Pending,18
108148,Advika Pathak,NRI,Platinum,0.69,5,Expired,22
100557,Nachiket Mishra,Current,Gold,0.23,4,Verified,5
103217,Brinda Bhavsar,Savings,Platinum,0.07,5,Expired,14
103980,Karan Rana,Current,Platinum,0.64,2,Expired,23
109985,Maanas Ratti,NRI,Regular,0.72,6,Pending,21
106677,Yauvani Parekh,Savings,Platinum,0.14,5,Pending,1
102838,Jai Tara,NRI,Regular,0.22,9,Verified,22
104200,Oni Baria,Salary,Wealth,0.59,0,Verified,19
103482,Damini Mukhopadhyay,Savings,Gold,0.24,2,Expired,17
109125,Chanakya Tata,Salary,Platinum,0.08,3,Expired,13
102566,Devansh Kala,NRI,Wealth,0.68,6,Verified,7
103712,Vincent Bawa,NRI,Platinum,0.24,2,Expired,3
103870,Chatresh Sant,Savings,Gold,0.04,7,Expired,9
102724,Jagrati Ganguly,NRI,Wealth,0.08,1,Verified,15
108132,Rehaan Batta,NRI,Silver,0.55,10,Expired,9
107635,Tripti Dugal,Current,Silver,0.66,8,Verified,1
102806,Pranit Balasubramanian,Savings,Wealth,0.71,9,Verified,3
106515,Kashvi Natarajan,Current,Platinum,0.14,1,Verified,14
108279,Hemani Comar,NRI,Wealth,0.84,5,Verified,23
105791,Girindra Pau,Salary,Regular,0.8,2,Pending,6
104525,Libni Panchal,NRI,Wealth,0.32,1,Pending,2
107505,Anya Badami,NRI,Wealth,0.69,5,Verified,15
106468,Anvi Dora,Salary,Wealth,0.09,9,Verified,4
106808,Yadavi Sundaram,Current,Regular,0.14,1,Verified,8
107240,Thomas Bath,NRI,Platinum,0.81,5,Pending,17
105110,Urmi Golla,Savings,Platinum,0.69,0,Pending,14
104845,Omkaar Deep,Salary,Silver,0.39,2,Expired,21
103529,Kevin Jha,NRI,Platinum,0.15,7,Expired,18
103343,Diya Contractor,Current,Platinum,0.64,2,Pending,11
104620,Charles Rana,NRI,Platinum,0.41,0,Pending,16
102595,Ubika Chahal,Savings,Gold,0.96,8,Verified,18
101491,Aahana Karan,Current,Gold,0.44,4,Expired,4
106277,Nicholas Bava,Salary,Gold,0.97,5,Verified,12
107743,Netra Sarin,Savings,Gold,0.68,9,Verified,19
107871,Jacob Maharaj,Current,Wealth,0.23,2,Expired,11
109335,Nandini Hayre,Salary,Regular,0.91,7,Expired,6
109099,Indira Subramaniam,Salary,Platinum,0.26,7,Verified,23
105905,Hitesh Dua,Salary,Regular,0.54,5,Expired,5
100543,Jhalak Yohannan,Salary,Gold,0.02,3,Expired,6
109843,Baghyawati Gill,Current,Gold,0.9,7,Verified,19
108357,Logan Pandey,Current,Silver,0.38,7,Pending,18
102617,Chaman Goda,NRI,Silver,0.34,0,Expired,5
103699,Jagat Choudhary,NRI,Platinum,0.89,5,Pending,8
106760,Vrinda Choudhury,Savings,Gold,0.49,0,Pending,21
104713,Anusha Seth,NRI,Gold,0.64,2,Pending,23
107800,Netra Narang,NRI,Gold,0.31,0,Verified,19
107880,Dev Nagy,Current,Wealth,0.26,3,Verified,24
106159,Bhavini Bawa,Salary,Gold,0.45,3,Pending,1
100073,Nathan Behl,Salary,Wealth,0.19,1,Pending,21
103533,Chanakya Sathe,Current,Gold,0.05,1,Verified,11
105532,Janya Lad,Savings,Platinum,0.14,6,Verified,23
100560,Shravya Pant,NRI,Gold,0.24,10,Expired,11
101929,Shaurya Dara,Savings,Silver,0.76,4,Verified,21
106523,Chanakya Batra,Salary,Wealth,0.36,1,Pending,14
105793,Azaan Bansal,NRI,Platinum,0.69,9,Pending,24
101653,Ekapad Barad,NRI,Silver,0.18,5,Expired,7
100369,Amruta Gupta,Salary,Platinum,0.19,0,Expired,15
106048,Vincent Dhawan,Savings,Platinum,0.86,2,Pending,4
106805,Harsh Bhat,Salary,Gold,0.36,0,Verified,2
103785,Charan Sant,Savings,Gold,0.57,1,Pending,2
107982,Jeremiah Kunda,Savings,Wealth,0.3,6,Verified,25
107804,Alka Ravi,Salary,Regular,0.05,1,Verified,24
104154,Isaiah Dey,Current,Regular,0.85,3,Pending,24
104619,Om Rajagopal,Salary,Gold,0.88,7,Verified,21
103934,Nathan Subramaniam,Savings,Gold,0.03,2,Verified,7
103290,Ekanta Seth,Current,Gold,0.21,0,Pending,23
108604,Oviya Dutt,NRI,Silver,0.94,4,Expired,9
105100,Widisha Samra,Salary,Gold,0.54,4,Pending,24
102916,Adya Sawhney,Savings,Silver,0.31,6,Expired,13
107726,Tanveer Raja,NRI,Platinum,0.11,9,Verified,13
101180,Yadavi Sood,Current,Gold,0.83,10,Verified,20
100896,Chasmum Ganguly,Savings,Platinum,0.35,3,Expired,6
109337,Jagat Joshi,Current,Regular,0.02,7,Verified,6
106135,Unnati Ranganathan,Savings,Silver,0.69,9,Verified,3
102204,Charles Minhas,Current,Regular,0.1,9,Pending,10
106754,Irya Das,Salary,Gold,0.76,2,Expired,15
102518,Kamya Babu,NRI,Regular,0.22,8,Verified,18
107728,Daksha Roy,Current,Platinum,0.9,7,Verified,19
104645,Guneet Manda,Savings,Wealth,0.98,2,Expired,5
104176,Ansh Shenoy,Savings,Gold,0.26,10,Verified,11
103728,Saksham Pau,NRI,Regular,0.81,0,Verified,2
106819,Vedika Savant,Salary,Silver,0.83,8,Pending,1
106212,Onkar Majumdar,NRI,Regular,0.62,7,Expired,15
108031,Udarsh Gokhale,NRI,Regular,0.67,8,Verified,24
104127,Upkaar Kade,Savings,Silver,0.07,6,Expired,9
104556,Theodore Babu,Savings,Platinum,0.15,5,Pending,14
101314,Gaurav Andra,Salary,Wealth,0.39,1,Expired,20
102073,Anita Trivedi,Savings,Platinum,0.85,0,Verified,13
107664,Guneet Sethi,Salary,Silver,0.13,6,Pending,13
102111,Neha Mohan,Current,Wealth,0.01,10,Expired,20
106063,Dominic Sachdeva,NRI,Platinum,0.32,6,Pending,5
104776,Teerth Kothari,NRI,Gold,0.78,5,Expired,4
105628,Qabil Suresh,Savings,Platinum,0.7,1,Verified,21
109041,Bhavya Rajan,Savings,Gold,0.83,2,Pending,13
108432,Samar Walia,NRI,Regular,0.23,4,Pending,21
109416,Yoshita Setty,Salary,Platinum,0.58,0,Pending,10
103932,Amol Deep,Savings,Gold,0.8,2,Expired,3
104475,Viraj Mann,Savings,Gold,0.74,1,Pending,22
107681,Krishna Tella,Savings,Platinum,0.27,3,Verified,17
104335,Isaac Gandhi,NRI,Wealth,0.9,8,Pending,1
105364,Ekbal Dutt,Savings,Wealth,0.75,5,Verified,3
108949,Ikshita Saxena,NRI,Wealth,0.88,9,Expired,17
102337,Ojasvi Banerjee,NRI,Regular,0.07,0,Pending,4
101990,Samesh Om,Current,Regular,0.02,6,Pending,16
108247,Kai Salvi,Salary,Silver,0.99,1,Pending,9
103132,Sara Trivedi,Current,Regular,0.11,1,Pending,19
109888,Mahika Sharma,Current,Platinum,0.94,5,Pending,14
104040,Meghana Chaudhry,NRI,Regular,0.28,7,Verified,24
102170,Saumya Mane,NRI,Regular,0.31,3,Verified,21
103854,Ansh Dash,Savings,Silver,0.27,4,Expired,18
101297,Farhan Shroff,Current,Regular,0.78,4,Verified,7
102704,Zayyan Dube,Current,Platinum,0.9,6,Verified,6
103225,Shivani Mishra,Savings,Regular,0.3,9,Expired,12
100546,Ekansh Apte,Current,Wealth,0.28,3,Pending,5
102516,Chandani Das,NRI,Gold,0.27,1,Expired,8
105428,Jeet Dewan,Salary,Silver,0.3,9,Verified,11
104720,Upkaar Mani,NRI,Platinum,0.38,6,Pending,18
102418,Pahal Bains,Salary,Regular,0.11,4,Pending,12
100464,Aahana Anand,Savings,Gold,0.7,1,Expired,15
107892,Bhavna Chander,Current,Platinum,0.51,2,Verified,21
103971,Bhavya Gara,Current,Gold,0.38,3,Expired,25
103714,Anay Kamdar,Current,Gold,0.59,1,Pending,15
105376,Pushti Dyal,Salary,Wealth,0.41,0,Verified,7
108880,Aryan Bora,Savings,Silver,0.71,7,Verified,10
104153,Anya Contractor,Savings,Silver,0.37,9,Expired,6
103116,Rayaan Venkatesh,Current,Gold,0.06,3,Expired,15
106377,Champak Bobal,NRI,Regular,0.81,1,Expired,24
109105,Nihal Subramanian,Current,Gold,0.67,5,Pending,23
107415,Rayaan Parsa,Salary,Platinum,0.35,0,Expired,3
106562,Ojas Salvi,Salary,Platinum,0.93,5,Verified,9
108759,Chatresh Manne,NRI,Regular,0.31,7,Expired,25
102423,Elijah Badami,Salary,Silver,0.67,8,Verified,17
106437,Bachittar Hayer,Salary,Regular,0.97,2,Pending,5
100554,Elijah Murthy,Current,Wealth,0.72,2,Verified,22
107491,Wridesh Dhingra,Salary,Wealth,0.68,4,Verified,14
101567,Adweta Bawa,Savings,Regular,0.41,9,Expired,13
109848,Januja Bandi,Savings,Regular,0.33,0,Pending,15
101731,Rehaan Ray,Current,Silver,0.18,5,Expired,1
107616,Adya Desai,NRI,Gold,0.03,1,Pending,11
103704,Amrita Kota,Current,Wealth,0.05,9,Verified,6
108563,Wahab Bajaj,Salary,Platinum,0.46,6,Verified,11
101879,Neha Dugar,Salary,Regular,0.84,6,Expired,6
108138,Avi Wadhwa,NRI,Platinum,0.57,3,Pending,22
106031,Damyanti Kant,Savings,Platinum,0.36,4,Expired,19
104976,Yagnesh Gola,Savings,Regular,0.64,2,Expired,18
102483,Vanya Zacharia,Savings,Platinum,0.44,1,Expired,6
100009,Chatresh Bhattacharyya,Savings,Platinum,0.67,3,Pending,9
103580,Eta Narain,Current,Gold,0.13,6,Verified,12
104274,Chanakya Oak,Salary,Platinum,0.24,6,Verified,23
107239,Yashoda Sankaran,Current,Gold,0.58,9,Expired,14
107765,Ati Toor,Savings,Silver,0.16,1,Verified,24
106444,Kevin Thakur,NRI,Regular,0.33,9,Pending,18
108552,Luke Sharaf,Current,Silver,0.99,5,Verified,6
105191,Bina Rege,Salary,Platinum,0.5,4,Pending,7
103493,Fitan Bhatt,NRI,Platinum,0.18,9,Verified,24
106017,Bhavani Tak,Salary,Silver,0.42,3,Pending,24
100424,Leela Sharma,Current,Regular,1.0,9,Verified,14
107243,Karan Tailor,Savings,Wealth,0.13,3,Pending,12
109102,Mugdha Dyal,Savings,Gold,0.17,4,Pending,3
100778,William Sheth,Savings,Gold,0.82,7,Expired,25
107598,Chanchal Mammen,Current,Gold,0.57,0,Pending,19
102992,Dev Natt,Savings,Wealth,0.29,9,Verified,7
102963,Luke Pandit,Salary,Wealth,0.12,4,Expired,25
101123,Ansh Chandran,NRI,Silver,0.05,6,Pending,1
105794,Jacob Dixit,NRI,Regular,0.03,10,Verified,13
100040,Vansha Divan,Savings,Gold,0.82,2,Expired,25
102980,Abeer Shukla,Salary,Silver,0.98,2,Expired,2
105278,Mitali Gulati,Savings,Regular,0.76,8,Pending,21
107879,Nikita Prashad,NRI,Wealth,0.9,7,Expired,8
109314,Manya Bhattacharyya,Salary,Regular,0.15,10,Expired,10
103713,Lekha Vaidya,Current,Wealth,0.1,7,Expired,8
107216,Advika Bir,Savings,Regular,0.9,10,Expired,11
105444,Ganga Acharya,NRI,Gold,0.9,7,Verified,14
100788,Karan Chacko,NRI,Platinum,0.97,1,Verified,24
104207,Leena Saraf,NRI,Platinum,0.62,8,Verified,8
100628,Manthan Chaudhary,Savings,Regular,0.55,1,Pending,7
108151,Yash Mody,Salary,Wealth,0.57,8,Verified,19
103418,Faras Raja,Salary,Platinum,0.99,0,Expired,19
109963,Anya Subramanian,Savings,Regular,0.78,5,Verified,13
104103,Vaishnavi Sami,Current,Gold,0.81,5,Pending,14
105735,Samar Chad,Salary,Silver,0.23,9,Expired,2
104347,Udyati Bose,Savings,Wealth,0.19,6,Pending,6
103733,Lakshit Badami,Savings,Gold,0.58,3,Expired,20
105257,Kashvi Chandran,NRI,Silver,0.35,4,Verified,10
107890,Udant Amble,Salary,Gold,0.22,4,Expired,24
103000,Kevin Rai,NRI,Gold,0.85,5,Verified,17
102766,Sai Sekhon,Salary,Gold,0.45,2,Expired,5
102703,Noah Yogi,Current,Gold,0.79,3,Pending,23
109664,Urmi Date,Current,Silver,0.18,5,Verified,20
105691,Chatresh Kapoor,Savings,Wealth,0.06,0,Verified,5
101664,Turvi Hora,NRI,Platinum,0.94,10,Expired,8
108600,Rohan Chana,Savings,Regular,0.87,0,Pending,16
108834,Abhimanyu Bora,NRI,Platinum,0.78,7,Pending,5
107092,Karan Ganesan,Savings,Platinum,0.23,1,Verified,3
102853,Chaitaly Bahri,Salary,Regular,0.08,10,Expired,23
103430,Girindra Saini,Salary,Silver,0.15,8,Verified,9
106108,Bhavani Saraf,Current,Regular,0.66,2,Pending,25
106407,Meera Bains,Current,Regular,0.74,0,Verified,21
103079,Dayamai Sangha,NRI,Wealth,0.37,8,Pending,24
103162,Pranav Bera,NRI,Gold,0.38,2,Expired,13
107622,Isaiah Bakshi,NRI,Regular,0.55,4,Pending,14
100150,William Pillai,Current,Regular,0.75,5,Pending,14
104321,Charles Doshi,Current,Regular,0.39,6,Pending,24
102964,Naksh Tiwari,Savings,Wealth,0.65,6,Pending,24
102747,Amol Sheth,NRI,Regular,0.21,1,Verified,2
108502,Bimala Nath,Salary,Regular,0.15,9,Pending,24
108632,Vamakshi Wali,Salary,Wealth,0.53,0,Pending,23
104968,Bhavini Saini,NRI,Regular,0.86,9,Pending,12
102730,Priya Varty,NRI,Regular,0.24,7,Verified,12
108470,Geetika Lalla,Current,Wealth,0.1,0,Verified,24
106060,Rehaan Ghose,Salary,Wealth,0.37,0,Verified,10
107263,Ekansh Jani,Salary,Regular,0.24,10,Expired,6
103054,Vrishti Dhar,Savings,Wealth,1.0,2,Expired,11
102198,Lohit Mani,Current,Gold,0.99,7,Pending,12
103223,Wakeeta Jhaveri,NRI,Regular,0.63,10,Expired,22
106941,Ayush Dhingra,Salary,Platinum,0.46,10,Pending,11
105872,Anita Chaudry,Current,Regular,0.94,7,Expired,10
101298,Chatura Lanka,Savings,Wealth,0.36,1,Verified,1
101124,Reva Chatterjee,Current,Wealth,0.78,9,Pending,23
102794,Ati Dass,Current,Platinum,0.6,3,Expired,2
101009,Vedhika Butala,NRI,Silver,0.16,3,Verified,11
107249,Saumya Bir,NRI,Regular,0.7,9,Expired,24
107252,Gauri Natt,Salary,Wealth,0.84,5,Verified,25
101944,Joshua Karpe,Current,Platinum,0.09,0,Pending,17
103782,Warjas Sachdeva,Current,Wealth,0.45,4,Verified,16
107177,Pavani Kulkarni,Savings,Silver,0.78,4,Verified,16
105664,Rajata Gola,Current,Wealth,0.13,9,Expired,8
108239,Jacob Nigam,Savings,Wealth,0.71,2,Pending,1
109870,Neelima Babu,Savings,Wealth,0.66,4,Expired,12
106672,Kashish Sant,NRI,Silver,0.21,8,Expired,14
106806,Champak Deep,NRI,Silver,0.67,1,Pending,24
100279,Suhani Karnik,NRI,Silver,0.16,0,Pending,20
106327,Nikita Dalal,Current,Regular,0.35,5,Expired,2
105620,Jackson Anand,NRI,Wealth,0.35,6,Expired,12
107014,Chakradev Sood,Salary,Regular,0.7,6,Pending,10
100262,Sara Dhar,NRI,Gold,0.24,1,Verified,16
105084,Anusha Bail,NRI,Silver,0.36,9,Expired,17
108005,Janaki Gaba,Salary,Gold,0.21,6,Pending,8
108951,Ishanvi Jaggi,NRI,Silver,0.86,0,Verified,25
102262,Atharv Basu,Savings,Silver,0.44,3,Pending,25
109155,Damyanti Chaudhry,Current,Gold,0.91,5,Pending,9
104595,Shravya Kapur,NRI,Regular,0.39,3,Verified,14
109816,Rajeshri Gupta,Savings,Regular,0.61,8,Expired,8
107619,Ojasvi Muni,Savings,Regular,0.23,7,Expired,3
104214,Zinal Bala,Savings,Silver,0.6,7,Verified,14
108118,Mekhala Gour,Savings,Regular,0.37,3,Expired,4
